,model_name,acc_train,roc_train,f1_train,mcc_train,acc_test,f1_test,roc_test,mcc_test
0,xgb - no tuning,0.7535401792334907,0.7499803699243939,0.80142093691373,0.4835107289351129,0.7365468381891832,0.7930722330200485,0.7107737066652378,0.4355686134746493
1,catboost - no tuning,0.7351803987203661,0.7306127114745575,0.7878429559576408,0.44383105747058205,0.7383603667734445,0.7953439658486788,0.7114715723505688,0.43874399141471865
